taxonomy,slug,name,parent_slug
city,vinniczka-obl-vinniczkij-r-n-m-lipovecz,"Вінницька обл., Вінницький р-н, м. Липовець",
city,vinniczka-obl-vinniczkij-r-n-m-nemiriv,"Вінницька обл., Вінницький р-н, м. Немирів",
city,vinniczka-obl-vinniczkij-r-n-m-pogrebishhe,"Вінницька обл., Вінницький р-н, м. Погребище",
city,vinniczka-obl-vinniczkij-r-n-s-shhe-karolina,"Вінницька обл., Вінницький р-н, с-ще Кароліна",
city,vinniczka-obl-vinniczkij-r-n-s-shhe-lipovecz,"Вінницька обл., Вінницький р-н, с-ще Липовець",
city,vinniczka-obl-vinniczkij-r-n-s-shhe-slavne,"Вінницька обл., Вінницький р-н, с-ще Славне",
city,vinniczka-obl-vinniczkij-r-n-s-shhe-tivriv,"Вінницька обл., Вінницький р-н, с-ще Тиврів",
city,vinniczka-obl-vinniczkij-r-n-s-agronomichne,"Вінницька обл., Вінницький р-н, с. Агрономічне",
city,vinniczka-obl-vinniczkij-r-n-s-bohoniki,"Вінницька обл., Вінницький р-н, с. Бохоники",
city,vinniczka-obl-vinniczkij-r-n-s-vahnivka,"Вінницька обл., Вінницький р-н, с. Вахнівка",
city,vinniczka-obl-vinniczkij-r-n-s-velika-rostivka,"Вінницька обл., Вінницький р-н, с. Велика Ростівка",
city,vinniczka-obl-vinniczkij-r-n-s-vinniczki-hutori,"Вінницька обл., Вінницький р-н, с. Вінницькі Хутори",
city,vinniczka-obl-vinniczkij-r-n-s-gavrishivka,"Вінницька обл., Вінницький р-н, с. Гавришівка",
city,vinniczka-obl-vinniczkij-r-n-s-gromadske,"Вінницька обл., Вінницький р-н, с. Громадське",
city,vinniczka-obl-vinniczkij-r-n-s-zhornishhe,"Вінницька обл., Вінницький р-н, с. Жорнище",
city,vinniczka-obl-vinniczkij-r-n-s-zarvanczi,"Вінницька обл., Вінницький р-н, с. Зарванці",
city,vinniczka-obl-vinniczkij-r-n-s-zaruddya,"Вінницька обл., Вінницький р-н, с. Заруддя",
city,vinniczka-obl-vinniczkij-r-n-s-zarudinczi,"Вінницька обл., Вінницький р-н, с. Зарудинці",
city,vinniczka-obl-vinniczkij-r-n-s-ivonivczi,"Вінницька обл., Вінницький р-н, с. Івонівці",
city,vinniczka-obl-vinniczkij-r-n-s-kovalivka,"Вінницька обл., Вінницький р-н, с. Ковалівка",
city,vinniczka-obl-vinniczkij-r-n-s-krasne,"Вінницька обл., Вінницький р-н, с. Красне",
city,vinniczka-obl-vinniczkij-r-n-s-kudlayi,"Вінницька обл., Вінницький р-н, с. Кудлаї",
city,vinniczka-obl-vinniczkij-r-n-s-levkivka,"Вінницька обл., Вінницький р-н, с. Левківка",
city,vinniczka-obl-vinniczkij-r-n-s-litin,"Вінницька обл., Вінницький р-н, с. Літин",
city,vinniczka-obl-vinniczkij-r-n-s-medvezhe-vushko,"Вінницька обл., Вінницький р-н, с. Медвеже Вушко",
city,vinniczka-obl-vinniczkij-r-n-s-novofastiv,"Вінницька обл., Вінницький р-н, с. Новофастів",
city,vinniczka-obl-vinniczkij-r-n-s-ochitkiv,"Вінницька обл., Вінницький р-н, с. Очитків",
city,vinniczka-obl-vinniczkij-r-n-s-parpurivczi,"Вінницька обл., Вінницький р-н, с. Парпурівці",
city,vinniczka-obl-vinniczkij-r-n-s-pliskiv,"Вінницька обл., Вінницький р-н, с. Плисків",
city,vinniczka-obl-vinniczkij-r-n-s-rososha,"Вінницька обл., Вінницький р-н, с. Росоша",
city,vinniczka-obl-vinniczkij-r-n-s-sinarna,"Вінницька обл., Вінницький р-н, с. Синарна",
city,vinniczka-obl-vinniczkij-r-n-s-sosni,"Вінницька обл., Вінницький р-н, с. Сосни",
city,vinniczka-obl-vinniczkij-r-n-s-stepanki,"Вінницька обл., Вінницький р-н, с. Степанки",
city,vinniczka-obl-vinniczkij-r-n-s-trostyanecz,"Вінницька обл., Вінницький р-н, с. Тростянець",
city,vinniczka-obl-vinniczkij-r-n-smt-voronoviczya,"Вінницька обл., Вінницький р-н, смт. Вороновиця",
city,vinniczka-obl-vinniczkij-r-n-smt-litin,"Вінницька обл., Вінницький р-н, смт. Літин",
city,vinniczka-obl-vinniczkij-r-n-smt-orativ,"Вінницька обл., Вінницький р-н, смт. Оратів",
city,vinniczka-obl-vinniczkij-r-n-smt-strizhavka,"Вінницька обл., Вінницький р-н, смт. Стрижавка",
city,vinniczka-obl-vinniczkij-r-n-smt-sutiski,"Вінницька обл., Вінницький р-н, смт. Сутиски",
city,vinniczka-obl-vinniczkij-r-n-smt-tivriv,"Вінницька обл., Вінницький р-н, смт. Тиврів",
city,vinniczka-obl-vinniczkij-r-n-smt-turbiv,"Вінницька обл., Вінницький р-н, смт. Турбів",
city,vinniczka-obl-gajsinskij-r-n-m-bershad,"Вінницька обл., Гайсинський р-н, м. Бершадь",
city,vinniczka-obl-gajsinskij-r-n-m-gajsin,"Вінницька обл., Гайсинський р-н, м. Гайсин",
city,vinniczka-obl-gajsinskij-r-n-s-shhe-dashiv,"Вінницька обл., Гайсинський р-н, с-ще Дашів",
city,vinniczka-obl-gajsinskij-r-n-s-shhe-trostyanecz,"Вінницька обл., Гайсинський р-н, с-ще Тростянець",
city,vinniczka-obl-gajsinskij-r-n-s-berezhne,"Вінницька обл., Гайсинський р-н, с. Бережне",
city,vinniczka-obl-gajsinskij-r-n-s-bubnivka,"Вінницька обл., Гайсинський р-н, с. Бубнівка",
city,vinniczka-obl-gajsinskij-r-n-s-verbka,"Вінницька обл., Гайсинський р-н, с. Вербка",
city,vinniczka-obl-gajsinskij-r-n-s-vijtivka,"Вінницька обл., Гайсинський р-н, с. Війтівка",
city,vinniczka-obl-gajsinskij-r-n-s-kapustyani,"Вінницька обл., Гайсинський р-н, с. Капустяни",
city,vinniczka-obl-gajsinskij-r-n-s-obodivka,"Вінницька обл., Гайсинський р-н, с. Ободівка",
city,vinniczka-obl-gajsinskij-r-n-s-oleksandrivka,"Вінницька обл., Гайсинський р-н, с. Олександрівка",
city,vinniczka-obl-gajsinskij-r-n-s-olgopil,"Вінницька обл., Гайсинський р-н, с. Ольгопіль",
city,vinniczka-obl-gajsinskij-r-n-s-potashnya,"Вінницька обл., Гайсинський р-н, с. Поташня",
city,vinniczka-obl-gajsinskij-r-n-s-sobolivka,"Вінницька обл., Гайсинський р-н, с. Соболівка",
city,vinniczka-obl-gajsinskij-r-n-s-teplik,"Вінницька обл., Гайсинський р-н, с. Теплик",
